Well.x,SAMPLE,GENE.x,brain.region,CT,CT.MEAN,CT.SD,Well.y,GENE.y,actb._C,actb.mean,actb.SD,Nest.id,ABC,Location,Treatment,Date,Age,Habitat,Cowbird,Tarsus.1,Tarsus.2,Tarsus.3,Tarsus.4,Tarsus.5,Tarsus.avg,Wing.Chord.1,Wing.Chord.2,Wing.Chord.3,Wing.Chord.4,Wing.Chord.5,Wing.chord.avg.,Bill.w,Bill.d,Bill.l,Pin,Feather,Pin.b,Tail.pin,Tail.feather,Measurer,Mass,delta.ct,delta.ctmean,dd.ct,RQ
D11,HY-1,MR,HYPO,27.96170044,27.94546509,0.022960255,A1,ACTB,19.67105484,19.63041878,0.057468072,33SJL22,C,STREAM,Rural,6/30/22,7,Rural,No,19.25,19.34,19.2,19.21,19.71,19.342,30.14,30.95,30.26,30.56,30.65,30.512,5.11,3.28,4.98,14.94,1.66,13.42,4.71,0.62,DSM,15.2,8.31504631,7.345852755,0.969193556,0.510791508
A1,HY-1,GR,HYPO,28.45656586,28.29919815,0.22255154,A1,ACTB,19.67105484,19.63041878,0.057468072,33SJL22,C,STREAM,Rural,6/30/22,7,Rural,No,19.25,19.34,19.2,19.21,19.71,19.342,30.14,30.95,30.26,30.56,30.65,30.512,5.11,3.28,4.98,14.94,1.66,13.42,4.71,0.62,DSM,15.2,8.66877937,6.827318492,1.841460878,0.279039085
B7,HY-10,MR,HYPO,25.8177166,25.73910522,0.111171924,B7,ACTB,19.4044838,19.44656372,0.059511349,03SJL22,NA,NVT,Urban,5/16/22,10,Urban,No,23.23,23.27,22.98,22.98,23.36,23.164,42.48,42.3,42.26,41.96,41.21,42.042,5.48,4.83,6.51,28.21,16.27,11.82,12.42,5.19,DSM,19.4,6.2925415,7.345852755,-1.053311255,2.075287558
B7,HY-10,GR,HYPO,25.90996361,25.90882874,0.001604952,B7,ACTB,19.4044838,19.44656372,0.059511349,03SJL22,NA,NVT,Urban,5/16/22,10,Urban,No,23.23,23.27,22.98,22.98,23.36,23.164,42.48,42.3,42.26,41.96,41.21,42.042,5.48,4.83,6.51,28.21,16.27,11.82,12.42,5.19,DSM,19.4,6.46226502,6.827318492,-0.365053472,1.287929364
B11,HY-12,MR,HYPO,27.06441116,27.07372665,0.013175442,B11,ACTB,19.35132599,19.3551445,0.005400192,07TEF22,B,STREAM,Rural,5/12/22,5,Rural,No,16.05,15.61,15.66,15.55,15.26,15.626,17.57,17.1,17.13,17.1,17.41,17.262,4.42,3.73,4.45,6.51,NA,NA,1.61,NA,NM,NA,7.71858215,7.345852755,0.372729396,0.772319983
B11,HY-12,GR,HYPO,26.86106682,26.80220604,0.083241709,B11,ACTB,19.35132599,19.3551445,0.005400192,07TEF22,B,STREAM,Rural,5/12/22,5,Rural,No,16.05,15.61,15.66,15.55,15.26,15.626,17.57,17.1,17.13,17.1,17.41,17.262,4.42,3.73,4.45,6.51,NA,NA,1.61,NA,NM,NA,7.44706154,6.827318492,0.619743048,0.650786826
C1,HY-13,MR,HYPO,27.82540131,27.71199226,0.16038461,C1,ACTB,19.7174015,19.71419144,0.00454107,02TEF22,A,NVT,Urban,5/15/22,5,Urban,No,19.42,19.4,19.49,19.63,19.59,19.506,33.42,33.28,33.39,33.28,33.36,33.346,3.88,3.81,4.53,21.5,13.02,9.1,8.18,3.26,NM,7,7.99780082,7.345852755,0.651948065,0.636420377
C1,HY-13,GR,HYPO,26.80220795,26.74670792,0.078488894,C1,ACTB,19.7174015,19.71419144,0.00454107,02TEF22,A,NVT,Urban,5/15/22,5,Urban,No,19.42,19.4,19.49,19.63,19.59,19.506,33.42,33.28,33.39,33.28,33.36,33.346,3.88,3.81,4.53,21.5,13.02,9.1,8.18,3.26,NM,7,7.03251648,6.827318492,0.205197988,0.867419639
C3,HY-14,MR,HYPO,26.99517822,26.97250557,0.032063972,C3,ACTB,20.45186996,20.49105835,0.055422094,11SJL22,B,HERT,Rural,5/17/22,10,Rural,No,21.02,20.83,20.72,20.85,20.5,20.784,37.78,38.61,37.76,37.27,38.24,37.932,4.47,4.36,5.62,25.58,12.03,13.51,11.8,3.08,NM,16.4,6.48144722,7.345852755,-0.864405535,1.820589335
C3,HY-14,GR,HYPO,26.4248867,26.44067383,0.022325017,C3,ACTB,20.45186996,20.49105835,0.055422094,11SJL22,B,HERT,Rural,5/17/22,10,Rural,No,21.02,20.83,20.72,20.85,20.5,20.784,37.78,38.61,37.76,37.27,38.24,37.932,4.47,4.36,5.62,25.58,12.03,13.51,11.8,3.08,NM,16.4,5.94961548,6.827318492,-0.877703012,1.837447477
C5,HY-15,MR,HYPO,27.22109413,27.3126564,0.129488602,C5,ACTB,20.69076347,20.71025467,0.027566062,04SJL22,A,NVT,Urban,5/19/22,7,Urban,No,18.35,18.17,18.28,18.23,18.29,18.264,25.09,26.5,26.81,26.95,26.89,26.448,4.05,4.07,5.26,12.81,1.49,11.07,3.48,0.35,DSM,13.3,6.60240173,7.345852755,-0.743451025,1.674175795
C5,HY-15,GR,HYPO,27.93203926,27.94648361,0.020427397,C5,ACTB,20.69076347,20.71025467,0.027566062,04SJL22,A,NVT,Urban,5/19/22,7,Urban,No,18.35,18.17,18.28,18.23,18.29,18.264,25.09,26.5,26.81,26.95,26.89,26.448,4.05,4.07,5.26,12.81,1.49,11.07,3.48,0.35,DSM,13.3,7.23622894,6.827318492,0.408910448,0.753191984
C7,HY-16,MR,HYPO,27.28883934,27.26946259,0.027404219,C7,ACTB,20.14629364,20.12590218,0.028837886,03IJV22,B,SVT,Urban,5/15/22,7,Urban,No,20.19,20.08,19.94,20.42,19.76,20.078,27.66,27.97,27.24,27.7,27.17,27.548,4.18,4.5,5.48,13.88,2.22,11.91,4.5,NA,NM,15.8,7.14356041,7.345852755,-0.202292345,1.15052501
C7,HY-16,GR,HYPO,26.88519669,26.8677597,0.024660964,C7,ACTB,20.14629364,20.12590218,0.028837886,03IJV22,B,SVT,Urban,5/15/22,7,Urban,No,20.19,20.08,19.94,20.42,19.76,20.078,27.66,27.97,27.24,27.7,27.17,27.548,4.18,4.5,5.48,13.88,2.22,11.91,4.5,NA,NM,15.8,6.74185752,6.827318492,-0.085460972,1.061026708
C9,HY-17,MR,HYPO,27.66098022,27.5944252,0.094123013,C9,ACTB,19.86284828,19.85760689,0.00741245,09SJL22,A,STREAM,Rural,5/12/22,5,Rural,No,17.57,17.7,17.27,17.41,17.3,1/17/00,20.73,21.14,21.5,21.74,21.51,21.324,4.13,4.52,4.32,9.93,                    NA,9.93,NA,                    NA,MSP,NA,7.73681831,7.345852755,0.390965556,0.762619034
C9,HY-17,GR,HYPO,26.97132492,26.90913582,0.087948672,C9,ACTB,19.86284828,19.85760689,0.00741245,09SJL22,A,STREAM,Rural,5/12/22,5,Rural,No,17.57,17.7,17.27,17.41,17.3,1/17/00,20.73,21.14,21.5,21.74,21.51,21.324,4.13,4.52,4.32,9.93,                    NA,9.93,NA,                    NA,MSP,NA,7.05152893,6.827318492,0.224210438,0.856063406
C11,HY-18,MR,HYPO,26.91280746,26.88524628,0.038978755,C11,ACTB,19.18687439,19.2862072,0.140477806,02TEF22,B,NVT,Urban,5/15/22,5,Urban,No,15.56,15.63,15.22,14.85,15.05,15.262,17.62,18.71,17.26,17.21,17.98,17.756,3.9,3.25,4.13,6.61,0.32,6.25,NA,NA,DSM,9.3,7.59903908,7.345852755,0.253186326,0.839041267
C11,HY-18,GR,HYPO,26.3068428,26.29997253,0.009717378,C11,ACTB,19.18687439,19.2862072,0.140477806,02TEF22,B,NVT,Urban,5/15/22,5,Urban,No,15.56,15.63,15.22,14.85,15.05,15.262,17.62,18.71,17.26,17.21,17.98,17.756,3.9,3.25,4.13,6.61,0.32,6.25,NA,NA,DSM,9.3,7.01376533,6.827318492,0.186446838,0.878767343
D1,HY-19,MR,HYPO,26.62899399,26.5084877,0.170422971,D1,ACTB,19.20478439,19.139925,0.091725029,01IJV22,B,SVT,Urban,5/15/22,5,Urban,No,18.2,18.09,18.22,17.86,17.85,18.044,22.4,22.1,22.12,22.17,22.4,22.238,3.96,3.92,4.86,9.72,0,9.72,3.49,0.88,DSM,11.9,7.3685627,7.345852755,0.022709945,0.984381913
D1,HY-19,GR,HYPO,26.25524521,26.17953491,0.107069179,D1,ACTB,19.20478439,19.139925,0.091725029,01IJV22,B,SVT,Urban,5/15/22,5,Urban,No,18.2,18.09,18.22,17.86,17.85,18.044,22.4,22.1,22.12,22.17,22.4,22.238,3.96,3.92,4.86,9.72,0,9.72,3.49,0.88,DSM,11.9,7.03960991,6.827318492,0.212291418,0.863165185
A3,HY-2,MR,HYPO,26.63690948,26.57588387,0.086303256,A3,ACTB,19.74295807,19.77026749,0.038619999,33SJL22,A,STREAM,Rural,6/30/22,7,Rural,No,20.69,20.47,19.99,20.32,20.37,20.368,30.32,30.01,30.19,30.48,29.82,30.164,4.08,3.8,4.2,15.97,3.07,13.65,7,0.94,NM,14.6,6.80561638,7.345852755,-0.540236375,1.454210759
A3,HY-2,GR,HYPO,26.26444435,26.2730217,0.012131548,A3,ACTB,19.74295807,19.77026749,0.038619999,33SJL22,A,STREAM,Rural,6/30/22,7,Rural,No,20.69,20.47,19.99,20.32,20.37,20.368,30.32,30.01,30.19,30.48,29.82,30.164,4.08,3.8,4.2,15.97,3.07,13.65,7,0.94,NM,14.6,6.50275421,6.827318492,-0.324564282,1.25228617
D3,HY-20,MR,HYPO,26.63194847,26.49430466,0.194656402,D3,ACTB,19.73684311,19.64822006,0.125330567,19IJV22,B,NVT,Urban,5/17/22,9,Urban,No,19.04,18.66,18.71,18.94,18.84,18.838,34.55,34.66,34.02,34.19,34.19,34.322,5.32,4.31,6.11,23.26,11.72,12.68,6.92,4.43,DSM,12.2,6.8460846,7.345852755,-0.499768154,1.413986312
D3,HY-20,GR,HYPO,24.90583801,24.84410858,0.087297253,D3,ACTB,19.73684311,19.64822006,0.125330567,19IJV22,B,NVT,Urban,5/17/22,9,Urban,No,19.04,18.66,18.71,18.94,18.84,18.838,34.55,34.66,34.02,34.19,34.19,34.322,5.32,4.31,6.11,23.26,11.72,12.68,6.92,4.43,DSM,12.2,5.19588852,6.827318492,-1.631429972,3.098199341
D5,HY-21,MR,HYPO,26.10664368,26.11118317,0.006421157,D5,ACTB,19.70665169,19.67635918,0.042840078,11SJL22,A,HERT,Rural,5/17/22,10,Rural,No,20.51,20.27,20.16,20.21,20.41,20.312,38.88,37.49,36.97,37.24,37.68,37.652,5.2,4.69,5.74,25.72,13.97,11.92,11.3,3.21,DSM,14.8,6.43482399,7.345852755,-0.911028764,1.880385896
D5,HY-21,GR,HYPO,25.31501579,25.26603317,0.069273233,D5,ACTB,19.70665169,19.67635918,0.042840078,11SJL22,A,HERT,Rural,5/17/22,10,Rural,No,20.51,20.27,20.16,20.21,20.41,20.312,38.88,37.49,36.97,37.24,37.68,37.652,5.2,4.69,5.74,25.72,13.97,11.92,11.3,3.21,DSM,14.8,5.58967399,6.827318492,-1.237644502,2.358132039
D7,HY-22,MR,HYPO,26.93637276,26.91196251,0.034521304,D7,ACTB,19.51848412,19.51727295,0.001711499,07TEF22,A,STREAM,Rural,5/12/22,5,Rural,No,14.76,15.04,15.19,14.68,14.8,14.894,16.53,15.81,16.45,16.42,16.55,16.352,3.85,3.19,4.57,6.51,NA,NA,1.76,NA,NM,NA,7.39468956,7.345852755,0.048836805,0.966715444
D7,HY-22,GR,HYPO,26.46615982,26.43196869,0.048354913,D7,ACTB,19.51848412,19.51727295,0.001711499,07TEF22,A,STREAM,Rural,5/12/22,5,Rural,No,14.76,15.04,15.19,14.68,14.8,14.894,16.53,15.81,16.45,16.42,16.55,16.352,3.85,3.19,4.57,6.51,NA,NA,1.76,NA,NM,NA,6.91469574,6.827318492,0.087377248,0.941232311
D9,HY-23,MR,HYPO,26.85172653,26.86637115,0.020710625,D9,ACTB,19.40141678,19.43762589,0.051208757,09SJL22,B,STREAM,Rural,5/12/22,5,Rural,No,19.85,19.38,18.87,18.31,18.89,1/19/00,22.04,22.16,21.65,22.37,22.1,22.064,4.18,4.3,4.49,9.32,                    NA,9.32,NA,                    NA,MSP,NA,7.42874526,7.345852755,0.082892505,0.944162766
D9,HY-23,GR,HYPO,26.87373924,26.85372543,0.0283038,D9,ACTB,19.40141678,19.43762589,0.051208757,09SJL22,B,STREAM,Rural,5/12/22,5,Rural,No,19.85,19.38,18.87,18.31,18.89,1/19/00,22.04,22.16,21.65,22.37,22.1,22.064,4.18,4.3,4.49,9.32,                    NA,9.32,NA,                    NA,MSP,NA,7.41609954,6.827318492,0.588781048,0.664904456
D11,HY-24,MR,HYPO,27.38635826,27.35748291,0.040835913,D11,ACTB,19.40169144,19.45095062,0.069661662,33SJL22,B,STREAM,Rural,6/30/22,7,Rural,No,19.31,19.32,19.55,19.73,19.35,19.452,32.01,32.88,32.25,32.88,32.36,32.476,4.31,4.5,4.6,17.06,4.27,12.98,7.07,1.23,MSP,17.3,7.90653229,7.345852755,0.560679536,0.677982746
D11,HY-24,GR,HYPO,26.5743618,26.5676651,0.009470565,D11,ACTB,19.40169144,19.45095062,0.069661662,33SJL22,B,STREAM,Rural,6/30/22,7,Rural,No,19.31,19.32,19.55,19.73,19.35,19.452,32.01,32.88,32.25,32.88,32.36,32.476,4.31,4.5,4.6,17.06,4.27,12.98,7.07,1.23,MSP,17.3,7.11671448,6.827318492,0.289395988,0.81824456
E1,HY-25,MR,HYPO,26.06696892,26.17687988,0.155437574,E1,ACTB,20.23278046,20.11931992,0.160457432,01JAG22,A,STREAM,Rural,5/16/22,10,Rural,No,22.45,22.54,22.57,22.03,22.29,22.376,41.26,40.78,41.47,41.53,40.86,41.18,4.32,5.67,6.15,26.17,14.9,12.58,10.88,2.17,NM,15.4,6.05755996,7.345852755,-1.288292795,2.442388657
E1,HY-25,GR,HYPO,26.26976204,26.33780289,0.096225642,E1,ACTB,20.23278046,20.11931992,0.160457432,01JAG22,A,STREAM,Rural,5/16/22,10,Rural,No,22.45,22.54,22.57,22.03,22.29,22.376,41.26,40.78,41.47,41.53,40.86,41.18,4.32,5.67,6.15,26.17,14.9,12.58,10.88,2.17,NM,15.4,6.21848297,6.827318492,-0.608835522,1.525027778
E3,HY-26,MR,HYPO,27.48703957,27.39519501,0.129887819,E3,ACTB,19.685812,19.64218903,0.061693545,14IJV22,A,NVT,Urban,5/15/22,7,Urban,No,17.16,17.26,17.09,17.35,17.4,17.252,21.52,21.92,21.88,21.19,21.59,21.62,4.25,3.65,4.29,10.29,0.54,9.6,3.14,0.84,DSM,9.6,7.75300598,7.345852755,0.407153225,0.754109942
E3,HY-26,GR,HYPO,26.96348572,26.94262314,0.029502794,E3,ACTB,19.685812,19.64218903,0.061693545,14IJV22,A,NVT,Urban,5/15/22,7,Urban,No,17.16,17.26,17.09,17.35,17.4,17.252,21.52,21.92,21.88,21.19,21.59,21.62,4.25,3.65,4.29,10.29,0.54,9.6,3.14,0.84,DSM,9.6,7.30043411,6.827318492,0.473115618,0.720407138
E5,HY-27,MR,HYPO,26.81839561,26.77767944,0.05758271,E5,ACTB,19.71722603,19.65821457,0.083456151,03IJV22,A,SVT,Urban,5/15/22,7,Urban,No,17.78,17.96,17.77,17.22,16.96,17.538,22.95,23.04,23.3,23.28,23.13,23.14,4.34,4.31,4.91,9.17,0.16,9,5.17,0.05,DSM,12.8,7.11946487,7.345852755,-0.226387884,1.169902163
E5,HY-27,GR,HYPO,26.17737961,26.10336304,0.104676589,E5,ACTB,19.71722603,19.65821457,0.083456151,03IJV22,A,SVT,Urban,5/15/22,7,Urban,No,17.78,17.96,17.77,17.22,16.96,17.538,22.95,23.04,23.3,23.28,23.13,23.14,4.34,4.31,4.91,9.17,0.16,9,5.17,0.05,DSM,12.8,6.44514847,6.827318492,-0.382170022,1.303300734
E7,HY-28,MR,HYPO,26.96942902,26.88389206,0.120967522,E7,ACTB,19.70446396,19.68829346,0.022869892,14IJV22,B,NVT,Urban,5/15/22,7,Urban,No,17.74,17.35,17.49,17.77,17.74,17.618,23.73,23.81,23.52,23.97,23.82,23.77,4.47,4.17,4.82,11.11,0,11.11,3.43,0.58,DSM,12.1,7.1955986,7.345852755,-0.150254155,1.109764958
E7,HY-28,GR,HYPO,26.39120865,26.35772705,0.047348782,E7,ACTB,19.70446396,19.68829346,0.022869892,14IJV22,B,NVT,Urban,5/15/22,7,Urban,No,17.74,17.35,17.49,17.77,17.74,17.618,23.73,23.81,23.52,23.97,23.82,23.77,4.47,4.17,4.82,11.11,0,11.11,3.43,0.58,DSM,12.1,6.66943359,6.827318492,-0.157884902,1.115650312
E9,HY-29,MR,HYPO,27.09761047,27.00847244,0.126058862,E9,ACTB,19.11817932,19.14875412,0.043240644,13IJV22,B,RAD,Urban.BHCO,5/20/22,5,Urban,Yes,17.59,17.24,16.93,16.59,16.32,16.934,19.71,19.22,19.3,19.27,18.18,19.136,5.98,4.52,6.16,7.15,0.36,6.8,2.44,0,DSM,10.4,7.85971832,7.345852755,0.513865565,0.700343417
E9,HY-29,GR,HYPO,26.55257416,26.64031601,0.124084368,E9,ACTB,19.11817932,19.14875412,0.043240644,13IJV22,B,RAD,Urban.BHCO,5/20/22,5,Urban,Yes,17.59,17.24,16.93,16.59,16.32,16.934,19.71,19.22,19.3,19.27,18.18,19.136,5.98,4.52,6.16,7.15,0.36,6.8,2.44,0,DSM,10.4,7.49156189,6.827318492,0.664243398,0.631019547
A5,HY-3,MR,HYPO,27.41116905,27.4912796,0.113294773,A5,ACTB,20.61440086,20.65151215,0.052481931,19IJV22,A,NVT,Urban,5/17/22,9,Urban,No,17.03,16.33,16.91,17.06,16.81,16.828,27.78,26.78,26.54,26.43,26.53,26.812,4.01,3.93,4.52,13.66,6.5,8.52,3.43,2.97,DSM,7.9,6.83976745,7.345852755,-0.506085305,1.42019133
A5,HY-3,GR,HYPO,26.99283028,27.08977509,0.137099311,A5,ACTB,20.61440086,20.65151215,0.052481931,19IJV22,A,NVT,Urban,5/17/22,9,Urban,No,17.03,16.33,16.91,17.06,16.81,16.828,27.78,26.78,26.54,26.43,26.53,26.812,4.01,3.93,4.52,13.66,6.5,8.52,3.43,2.97,DSM,7.9,6.43826294,6.827318492,-0.389055552,1.309535846
E11,HY-30,MR,HYPO,26.76324272,26.76615906,0.004124322,E11,ACTB,19.27954674,19.33917618,0.084330112,17IJV22,B,NVT,Urban.BHCO,5/12/22,6,Urban,Yes,17.47,17.93,17.75,17.61,17.34,17.62,23.47,23.19,23.52,22.86,23.11,23.23,4.12,4.38,4.68,11.11,NA,NA,3.78,NA,NM,NA,7.42698288,7.345852755,0.081130126,0.945316849
E11,HY-30,GR,HYPO,26.66301918,26.77606201,0.15986535,E11,ACTB,19.27954674,19.33917618,0.084330112,17IJV22,B,NVT,Urban.BHCO,5/12/22,6,Urban,Yes,17.47,17.93,17.75,17.61,17.34,17.62,23.47,23.19,23.52,22.86,23.11,23.23,4.12,4.38,4.68,11.11,NA,NA,3.78,NA,NM,NA,7.43688583,6.827318492,0.609567338,0.655393224
F1,HY-31,MR,HYPO,27.72363091,27.62050819,0.145837531,F1,ACTB,19.8039341,19.69601822,0.152614757,13IJV22,A,RAD,Urban.BHCO,5/20/22,5,Urban,Yes,15.01,14.39,14.58,15.03,15.33,14.868,15.98,15.41,15.66,15.72,16.16,15.786,3.16,3.72,3.45,5.31,NA,NA,2.18,NA,NM,9.4,7.92448997,7.345852755,0.578637216,0.669595986
F1,HY-31,GR,HYPO,27.06118584,27.01770782,0.061485846,F1,ACTB,19.8039341,19.69601822,0.152614757,13IJV22,A,RAD,Urban.BHCO,5/20/22,5,Urban,Yes,15.01,14.39,14.58,15.03,15.33,14.868,15.98,15.41,15.66,15.72,16.16,15.786,3.16,3.72,3.45,5.31,NA,NA,2.18,NA,NM,9.4,7.3216896,6.827318492,0.494371108,0.709871054
F3,HY-32,MR,HYPO,26.87755394,26.87368774,0.005467626,F3,ACTB,19.63070679,19.61829948,0.017546576,12TEF22,A,SVT,Urban.BHCO,6/15/22,6,Urban,Yes,17.72,17.86,17.86,17.79,17.54,17.754,23.14,23.68,23.57,24.4,24.08,23.774,4.18,4.25,4.78,11.77,0.38,10.97,3.39,1.47,DSM,12,7.25538826,7.345852755,-0.090464494,1.064712925
F3,HY-32,GR,HYPO,26.31305122,26.3481369,0.049617294,F3,ACTB,19.63070679,19.61829948,0.017546576,12TEF22,A,SVT,Urban.BHCO,6/15/22,6,Urban,Yes,17.72,17.86,17.86,17.79,17.54,17.754,23.14,23.68,23.57,24.4,24.08,23.774,4.18,4.25,4.78,11.77,0.38,10.97,3.39,1.47,DSM,12,6.72983742,6.827318492,-0.097481072,1.069903791
F5,HY-33,MR,HYPO,27.87421799,27.76631165,0.152601257,F5,ACTB,21.09021187,21.04582024,0.062779248,04CMT22,C,SVT,Urban.BHCO,6/21/22,9,Urban,Yes,20.01,20.22,20.24,20.23,20.18,20.176,35.93,35.6,35.33,35.63,34.92,35.482,5.36,4.85,5.55,22.73,10.72,11.74,9.79,3.28,DSM,15.1,6.72049141,7.345852755,-0.625361345,1.542597143
F5,HY-33,GR,HYPO,28.5810585,28.54956055,0.044544835,F5,ACTB,21.09021187,21.04582024,0.062779248,04CMT22,C,SVT,Urban.BHCO,6/21/22,9,Urban,Yes,20.01,20.22,20.24,20.23,20.18,20.176,35.93,35.6,35.33,35.63,34.92,35.482,5.36,4.85,5.55,22.73,10.72,11.74,9.79,3.28,DSM,15.1,7.50374031,6.827318492,0.676421818,0.625715255
F7,HY-34,MR,HYPO,29.39247322,29.30488586,0.123868577,F7,ACTB,22.20101166,22.16375923,0.052682888,21SJL22,A,SVT,Urban.BHCO,6/19/22,9,Urban,Yes,21.37,20.87,21.37,20.86,20.97,21.088,34.27,32.05,32.45,31.55,31.59,32.382,4.59,3.88,5.42,20.21,5.4,13.92,5.5,1.98,DSM,12.4,7.14112663,7.345852755,-0.204726125,1.152467546
F7,HY-34,GR,HYPO,29.83848572,29.70441055,0.189612269,F7,ACTB,22.20101166,22.16375923,0.052682888,21SJL22,A,SVT,Urban.BHCO,6/19/22,9,Urban,Yes,21.37,20.87,21.37,20.86,20.97,21.088,34.27,32.05,32.45,31.55,31.59,32.382,4.59,3.88,5.42,20.21,5.4,13.92,5.5,1.98,DSM,12.4,7.54065132,6.827318492,0.713332828,0.609909533
F9,HY-35,MR,HYPO,29.29177284,29.11406898,0.251311213,F9,ACTB,20.88248444,20.91358566,0.043985125,22IJV22,B,RAD,Urban.BHCO,6/12/22,9,Urban,Yes,20.41,20.64,20.64,20.34,20.44,20.494,38.7,37.93,38.48,38.4,38.9,38.482,5.56,4.28,6.63,24.39,14.31,9.42,10.67,7.29,DSM,14.6,8.20048332,7.345852755,0.854630566,0.553006918
F9,HY-35,GR,HYPO,27.21451569,27.23073196,0.022934629,F9,ACTB,20.88248444,20.91358566,0.043985125,22IJV22,B,RAD,Urban.BHCO,6/12/22,9,Urban,Yes,20.41,20.64,20.64,20.34,20.44,20.494,38.7,37.93,38.48,38.4,38.9,38.482,5.56,4.28,6.63,24.39,14.31,9.42,10.67,7.29,DSM,14.6,6.3171463,6.827318492,-0.510172192,1.424220172
F11,HY-36,MR,HYPO,27.97189522,28.13022995,0.223920479,F11,ACTB,20.57396126,20.64383888,0.098821886,09CMT22,B,NVT,Urban.BHCO,6/30/22,6,Urban,Yes,19.39,19.77,19.29,19.65,19.34,19.488,26.89,27.59,26.94,26.86,27.64,27.184,4.61,4.14,5.06,15.66,1.46,13.51,5.42,0.52,NM,14,7.48639107,7.345852755,0.140538316,0.907180594
F11,HY-36,GR,HYPO,27.4324646,27.35834694,0.104818203,F11,ACTB,20.57396126,20.64383888,0.098821886,09CMT22,B,NVT,Urban.BHCO,6/30/22,6,Urban,Yes,19.39,19.77,19.29,19.65,19.34,19.488,26.89,27.59,26.94,26.86,27.64,27.184,4.61,4.14,5.06,15.66,1.46,13.51,5.42,0.52,NM,14,6.71450806,6.827318492,-0.112810432,1.081332668
G1,HY-37,MR,HYPO,28.96889496,28.84549713,0.174510881,G1,ACTB,22.03539658,21.98826218,0.066659458,22TEF22,B,RAD,Urban,7/2/22,6,Urban,No,20.6,19.56,19.37,20.04,19.58,19.83,25.54,25.1,25.18,25.63,25.51,25.392,4.61,3.69,4.49,11.89,0.57,11.39,3.64,NA,NM,13.5,6.85723495,7.345852755,-0.488617805,1.403099971
G1,HY-37,GR,HYPO,29.18025017,29.09901428,0.114886239,G1,ACTB,22.03539658,21.98826218,0.066659458,22TEF22,B,RAD,Urban,7/2/22,6,Urban,No,20.6,19.56,19.37,20.04,19.58,19.83,25.54,25.1,25.18,25.63,25.51,25.392,4.61,3.69,4.49,11.89,0.57,11.39,3.64,NA,NM,13.5,7.1107521,6.827318492,0.283433608,0.821633205
G3,HY-38,MR,HYPO,28.3748951,28.32647705,0.06847211,G3,ACTB,20.34172249,20.27329636,0.09677051,04CMT22,A,SVT,Urban.BHCO,6/21/22,9,Urban,Yes,16.41,16.06,16.29,16.32,16.34,16.284,22.97,23.26,22.94,23.24,23.2,23.122,4.52,3.71,5.27,11.68,3.71,8.9,1.64,0.75,DSM,6.4,8.05318069,7.345852755,0.707327936,0.612453435
G3,HY-38,GR,HYPO,27.11505699,27.12274551,0.010871864,G3,ACTB,20.34172249,20.27329636,0.09677051,04CMT22,A,SVT,Urban.BHCO,6/21/22,9,Urban,Yes,16.41,16.06,16.29,16.32,16.34,16.284,22.97,23.26,22.94,23.24,23.2,23.122,4.52,3.71,5.27,11.68,3.71,8.9,1.64,0.75,DSM,6.4,6.84944915,6.827318492,0.022130658,0.984777252
G5,HY-39,MR,HYPO,28.05772018,28.01899147,0.054770671,G5,ACTB,20.88791656,20.83404541,0.076186664,22TEF22,A,RAD,Urban,7/2/22,6,Urban,No,18.51,18.56,18.37,18.44,18.39,18.454,24.09,24.28,23.92,23.75,23.95,23.998,4.11,3.82,4.49,11.47,NA,NA,4.06,NA,NM,13.7,7.18494606,7.345852755,-0.160906695,1.117989543
G5,HY-39,GR,HYPO,27.97338104,27.89753342,0.107264742,G5,ACTB,20.88791656,20.83404541,0.076186664,22TEF22,A,RAD,Urban,7/2/22,6,Urban,No,18.51,18.56,18.37,18.44,18.39,18.454,24.09,24.28,23.92,23.75,23.95,23.998,4.11,3.82,4.49,11.47,NA,NA,4.06,NA,NM,13.7,7.06348801,6.827318492,0.236169518,0.848996482
A7,HY-4,MR,HYPO,30.60181427,30.41410065,0.265465796,A7,ACTB,24.40152168,24.40006256,0.002064858,17SJL22,A,SVT,Urban.BHCO,5/23/22,10,Urban,Yes,22.22,22.35,21.93,21.87,21.79,22.032,38.23,37.49,38.42,38.35,37.31,37.96,5.08,4.98,7.23,25.4,15,10.51,13.27,5.43,DSM,16.4,6.01403809,7.345852755,-1.331814665,2.517190956
E5,HY-4,GR,HYPO,30.308815,30.25693512,0.073370583,A7,ACTB,24.40152168,24.40006256,0.002064858,17SJL22,A,SVT,Urban.BHCO,5/23/22,10,Urban,Yes,22.22,22.35,21.93,21.87,21.79,22.032,38.23,37.49,38.42,38.35,37.31,37.96,5.08,4.98,7.23,25.4,15,10.51,13.27,5.43,DSM,16.4,5.85687256,6.827318492,-0.970445932,1.959446159
G7,HY-40,MR,HYPO,27.22967339,27.20118713,0.040285643,G7,ACTB,20.88297462,20.83111572,0.073338211,20TEF22,B,KENT,Rural,6/11/22,9,Rural,No,21.65,21.33,21.22,21.84,21.65,21.538,37.39,37.27,37.28,37.61,37.69,37.448,5.26,4.56,5.69,23.91,11.26,12.54,9.29,2.32,NM,16.3,6.37007141,7.345852755,-0.975781344,1.966706051
