Well.x,SAMPLE,GENE.x,brain.region,CT,CT.MEAN,CT.SD,Well.y,GENE.y,actb._C,actb.mean,actb.SD,Nest.id,ABC,Location,Treatment,Date,Age,Habitat,Cowbird,Tarsus.1,Tarsus.2,Tarsus.3,Tarsus.4,Tarsus.5,Tarsus.avg,Wing.Chord.1,Wing.Chord.2,Wing.Chord.3,Wing.Chord.4,Wing.Chord.5,Wing.chord.avg.,Bill.w,Bill.d,Bill.l,Pin,Feather,Pin.b,Tail.pin,Tail.feather,Measurer,Mass,delta.ct,delta.ctmean,dd.ct,RQ
G7,HY-40,GR,HYPO,27.66197777,27.62509155,0.052166335,G7,ACTB,20.88297462,20.83111572,0.073338211,20TEF22,B,KENT,Rural,6/11/22,9,Rural,No,21.65,21.33,21.22,21.84,21.65,21.538,37.39,37.27,37.28,37.61,37.69,37.448,5.26,4.56,5.69,23.91,11.26,12.54,9.29,2.32,NM,16.3,6.79397583,6.827318492,-0.033342662,1.023380509
G9,HY-41,MR,HYPO,27.61353683,27.5278244,0.121217035,G9,ACTB,20.52223015,20.55373383,0.044552926,27SJL22,A,SVT,Urban,7/7/24,6,Urban,Yes,18.77,18.79,18.52,18.98,18.21,18.654,28.05,28.27,27.88,27.86,27.99,28.01,5.61,4.36,5.21,14.12,1.29,12.87,5.33,0.56,DSM,15.9,6.97409057,7.345852755,-0.371762184,1.293932344
G9,HY-41,GR,HYPO,27.6703434,27.65646744,0.019623572,G9,ACTB,20.52223015,20.55373383,0.044552926,27SJL22,A,SVT,Urban,7/7/24,6,Urban,Yes,18.77,18.79,18.52,18.98,18.21,18.654,28.05,28.27,27.88,27.86,27.99,28.01,5.61,4.36,5.21,14.12,1.29,12.87,5.33,0.56,DSM,15.9,7.10273361,6.827318492,0.275415118,0.826212551
G11,HY-42,MR,HYPO,27.48283577,27.5711937,0.124955624,G11,ACTB,21.20412064,21.31333923,0.154459775,11TEF22,B,SVT,Urban,6/11/22,9,Urban,No,20.71,19.76,19.68,19.78,19.84,19.954,32.68,32.61,32.35,32.49,32.53,32.532,4.29,4.53,4.48,17.5,4.36,13.1,7.1,1.39,MSP,13.3,6.25785447,7.345852755,-1.087998285,2.125788821
G11,HY-42,GR,HYPO,27.96294785,27.94913101,0.019541303,G11,ACTB,21.20412064,21.31333923,0.154459775,11TEF22,B,SVT,Urban,6/11/22,9,Urban,No,20.71,19.76,19.68,19.78,19.84,19.954,32.68,32.61,32.35,32.49,32.53,32.532,4.29,4.53,4.48,17.5,4.36,13.1,7.1,1.39,MSP,13.3,6.63579178,6.827318492,-0.191526712,1.141971552
H1,HY-43,MR,HYPO,28.1005249,28.12412262,0.033372212,H1,ACTB,21.13913345,21.07568359,0.089732997,20TEF22,A,KENT,Rural,6/11/22,9,Rural,No,21.9,21.65,22.07,21.83,21.72,21.834,38.52,39.05,38.98,38.75,38.53,38.766,5.67,4.43,5.86,25.41,15.05,12.24,13.52,4.65,DSM,17.5,7.04843903,7.345852755,-0.297413724,1.228939355
H1,HY-43,GR,HYPO,27.50767136,27.33588409,0.242945224,H1,ACTB,21.13913345,21.07568359,0.089732997,20TEF22,A,KENT,Rural,6/11/22,9,Rural,No,21.9,21.65,22.07,21.83,21.72,21.834,38.52,39.05,38.98,38.75,38.53,38.766,5.67,4.43,5.86,25.41,15.05,12.24,13.52,4.65,DSM,17.5,6.2602005,6.827318492,-0.567117992,1.481560963
H3,HY-44,MR,HYPO,28.35837173,28.32736206,0.043852951,H3,ACTB,19.94104767,19.8676281,0.103830956,13SJL22,B,STREAM,Rural,6/9/22,6,Rural,No,17.75,18.09,18.34,18.06,17.98,18.044,21.22,20.7,20.59,20.77,20.85,20.826,3.65,3.71,4.21,8.13,NA,NA,2.82,NA,NM,11.6,8.45973396,7.345852755,1.113881206,0.462049331
H3,HY-44,GR,HYPO,26.9340477,26.90364838,0.042992484,H3,ACTB,19.94104767,19.8676281,0.103830956,13SJL22,B,STREAM,Rural,6/9/22,6,Rural,No,17.75,18.09,18.34,18.06,17.98,18.044,21.22,20.7,20.59,20.77,20.85,20.826,3.65,3.71,4.21,8.13,NA,NA,2.82,NA,NM,11.6,7.03602028,6.827318492,0.208701788,0.865315537
H5,HY-45,MR,HYPO,28.09848022,28.05069733,0.067573875,H5,ACTB,20.94759941,20.85881805,0.125554457,18SJL22,A,SVT,Urban.BHCO,6/18/22,9,Urban,Yes,20.8,20.45,20.55,20.28,20.38,20.492,35.13,35.24,35.48,35.4,35.06,35.262,5.06,3.98,6.18,21.55,15.75,6.65,9.67,4.2,DSM,14.5,7.19187928,7.345852755,-0.153973475,1.112629664
H5,HY-45,GR,HYPO,26.81241989,26.82290459,0.014827599,H5,ACTB,20.94759941,20.85881805,0.125554457,18SJL22,A,SVT,Urban.BHCO,6/18/22,9,Urban,Yes,20.8,20.45,20.55,20.28,20.38,20.492,35.13,35.24,35.48,35.4,35.06,35.262,5.06,3.98,6.18,21.55,15.75,6.65,9.67,4.2,DSM,14.5,5.96408654,6.827318492,-0.863231952,1.81910895
H5,HY-45,GR,HYPO,26.81241989,26.82290459,0.014827599,H5,ACTB,20.94759941,20.85881805,0.125554457,18SJL22,A,SVT,Urban.BHCO,6/18/22,9,Urban,Yes,20.8,20.45,20.55,20.28,20.38,20.492,35.13,35.24,35.48,35.4,35.06,35.262,5.06,3.98,6.18,21.55,15.75,6.65,9.67,4.2,DSM,14.5,5.96408654,6.827318492,-0.863231952,1.81910895
H7,HY-46,MR,HYPO,27.28473854,27.20586395,0.111545511,H7,ACTB,20.10298538,20.17840195,0.106656477,33IJV22,A,STREAM,Rural,6/17/22,6,Rural,No,20.66,20.54,20.47,20.87,20.65,20.638,24.34,24.45,25.01,24.65,24.99,24.688,4.25,3.82,5.24,12.74,0.68,11.8,3.48,1.32,DSM,12.3,7.027462,7.345852755,-0.318390755,1.246938882
H7,HY-46,GR,HYPO,26.73624611,26.70041656,0.050669279,H7,ACTB,20.10298538,20.17840195,0.106656477,33IJV22,A,STREAM,Rural,6/17/22,6,Rural,No,20.66,20.54,20.47,20.87,20.65,20.638,24.34,24.45,25.01,24.65,24.99,24.688,4.25,3.82,5.24,12.74,0.68,11.8,3.48,1.32,DSM,12.3,6.52201461,6.827318492,-0.305303882,1.235678887
H9,HY-47,MR,HYPO,27.70664406,27.72252464,0.022458538,A1,ACTB,20.48596382,20.4774704,0.012011515,33IJV22,B,STREAM,Rural,6/17/22,6,Rural,No,20.88,21.14,20.63,20.7,20.78,20.826,28.96,28.68,28.66,29.08,29.02,28.88,4.87,3.77,5.66,14.19,1.29,13.56,3.8,1.02,DSM,16.8,7.24505424,7.345852755,-0.100798515,1.072366841
H11,HY-48,MR,HYPO,28.74280548,28.75885391,0.02269456,A3,ACTB,21.54878426,21.5281105,0.029238449,11TEF22,A,SVT,Urban,6/11/22,9,Urban,No,19.74,19.02,19.26,19.71,19.03,19.352,31.08,30.26,31.11,30.43,30.67,30.71,4.14,4.21,5.43,18.33,5.69,12.62,5.52,1.35,NM,10.9,7.23074341,7.345852755,-0.115109345,1.083057129
H9,HY-48,GR,HYPO,27.06619263,26.99860001,0.095591746,A3,ACTB,21.54878426,21.5281105,0.029238449,11TEF22,A,SVT,Urban,6/11/22,9,Urban,No,19.74,19.02,19.26,19.71,19.03,19.352,31.08,30.26,31.11,30.43,30.67,30.71,4.14,4.21,5.43,18.33,5.69,12.62,5.52,1.35,NM,10.9,5.47048951,6.827318492,-1.356828982,2.561216096
A1,HY-49,MR,HYPO,27.18823814,27.07953072,0.153735519,A5,ACTB,19.71843338,19.6848526,0.047489047,22IJV22,A,RAD,Urban.BHCO,6/12/22,9,Urban,Yes,19.84,19.33,19.23,19.82,19.41,19.526,36.79,36.63,36.84,36.74,36.74,36.748,4.65,4.51,4.7,21.8,10.74,12.69,7.86,2.4,NM,12.9,7.39467812,7.345852755,0.048825366,0.966723109
H11,HY-49,GR,HYPO,28.03378296,28.04946518,0.022179358,A5,ACTB,19.71843338,19.6848526,0.047489047,22IJV22,A,RAD,Urban.BHCO,6/12/22,9,Urban,Yes,19.84,19.33,19.23,19.82,19.41,19.526,36.79,36.63,36.84,36.74,36.74,36.748,4.65,4.51,4.7,21.8,10.74,12.69,7.86,2.4,NM,12.9,8.36461258,6.827318492,1.537294088,0.34453105
A9,HY-5,MR,HYPO,26.92473984,26.89754486,0.038458157,A9,ACTB,19.24152565,19.22899246,0.017725954,01IJV22,A,SVT,Urban,5/15/22,5,Urban,No,16.28,16.37,15.52,15.67,15.5,15.868,18.84,18.87,19.43,18.79,19.36,19.058,3.87,3.35,4.34,8.02,0.3,7.77,2.49,0.64,DSM,9.9,7.6685524,7.345852755,0.322699645,0.799572276
E7,HY-5,GR,HYPO,27.21109772,27.1286087,0.116657078,A9,ACTB,19.24152565,19.22899246,0.017725954,01IJV22,A,SVT,Urban,5/15/22,5,Urban,No,16.28,16.37,15.52,15.67,15.5,15.868,18.84,18.87,19.43,18.79,19.36,19.058,3.87,3.35,4.34,8.02,0.3,7.77,2.49,0.64,DSM,9.9,7.89961624,6.827318492,1.072297748,0.47556098
A3,HY-50,MR,HYPO,27.14022446,27.13212967,0.011449107,A7,ACTB,20.09188652,20.12924004,0.05282585,03CMT22,B,RAD,Urban,6/5/22,6,Urban,No,18.73,18.41,18.29,17.77,18.56,18.352,25.09,24.73,24.48,25.24,25.17,24.942,3.62,4.06,4.39,12.6,1.06,11.52,4.31,NA,NM,12.9,7.00288963,7.345852755,-0.342963124,1.268358979
C5,HY-50,GR,HYPO,26.74402237,26.69046402,0.075742945,A7,ACTB,20.09188652,20.12924004,0.05282585,03CMT22,B,RAD,Urban,6/5/22,6,Urban,No,18.73,18.41,18.29,17.77,18.56,18.352,25.09,24.73,24.48,25.24,25.17,24.942,3.62,4.06,4.39,12.6,1.06,11.52,4.31,NA,NM,12.9,6.56122398,6.827318492,-0.266094512,1.202548026
A5,HY-51,MR,HYPO,27.08903885,27.16942596,0.113683201,A9,ACTB,20.21936417,20.30686569,0.123745844,23IJV22,B,STREAM,Rural,6/9/22,6,Rural,No,19.25,19.38,19.2,18.99,18.95,19.154,25.99,26.23,26.15,25.88,26.5,26.15,4.68,4.01,5.91,12.76,0.25,12.57,3.79,1.07,DSM,5.1,6.86256027,7.345852755,-0.483292484,1.397930352
C7,HY-51,GR,HYPO,26.77552986,26.63980103,0.191950902,A9,ACTB,20.21936417,20.30686569,0.123745844,23IJV22,B,STREAM,Rural,6/9/22,6,Rural,No,19.25,19.38,19.2,18.99,18.95,19.154,25.99,26.23,26.15,25.88,26.5,26.15,4.68,4.01,5.91,12.76,0.25,12.57,3.79,1.07,DSM,5.1,6.33293534,6.827318492,-0.494383152,1.408718305
A7,HY-52,MR,HYPO,27.79842186,27.78261566,0.022351991,A11,ACTB,19.56003761,19.58349228,0.033171255,17TEF22,B,STREAM,Rural,6/4/22,6,Rural,No,20.33,20.3,20.96,20.18,20.37,20.428,24.43,24.5,23.82,23.8,23.85,24.08,4.06,4.17,3.94,10.51,0.3,10.08,3.78,1.22,DSM,11.3,8.19912338,7.345852755,0.853270626,0.55352845
C9,HY-52,GR,HYPO,26.36320496,26.30573845,0.081269912,A11,ACTB,19.56003761,19.58349228,0.033171255,17TEF22,B,STREAM,Rural,6/4/22,6,Rural,No,20.33,20.3,20.96,20.18,20.37,20.428,24.43,24.5,23.82,23.8,23.85,24.08,4.06,4.17,3.94,10.51,0.3,10.08,3.78,1.22,DSM,11.3,6.72224617,6.827318492,-0.105072322,1.075548306
A9,HY-53,MR,HYPO,27.7440815,27.70477295,0.05559203,B1,ACTB,19.94569969,19.87665749,0.097640425,03CMT22,A,RAD,Urban,6/5/22,6,Urban,No,19.4,18.83,19.06,18.65,18.71,18.93,26.29,25.91,26.02,25.5,25.34,25.812,3.73,3.79,4.82,13.16,0.58,12.44,4.13,0.33,DSM,13.6,7.82811546,7.345852755,0.482262705,0.715854006
C11,HY-53,GR,HYPO,26.79628944,26.77148056,0.03508506,B1,ACTB,19.94569969,19.87665749,0.097640425,03CMT22,A,RAD,Urban,6/5/22,6,Urban,No,19.4,18.83,19.06,18.65,18.71,18.93,26.29,25.91,26.02,25.5,25.34,25.812,3.73,3.79,4.82,13.16,0.58,12.44,4.13,0.33,DSM,13.6,6.89482307,6.827318492,0.067504578,0.954287197
A11,HY-54,MR,HYPO,27.34272003,27.26824951,0.105315872,B3,ACTB,19.10464668,19.08042145,0.034258306,13SJL22,A,STREAM,Rural,6/9/22,6,Rural,No,17.25,17.18,17.5,17.79,17.47,17.438,21.03,20.62,20.87,20.89,20.49,20.78,3.69,3.94,4.61,9.08,NA,NA,2.16,NA,NM,11.1,8.18782806,7.345852755,0.841975306,0.55787921
D1,HY-54,GR,HYPO,26.02856064,25.98333359,0.06395936,B3,ACTB,19.10464668,19.08042145,0.034258306,13SJL22,A,STREAM,Rural,6/9/22,6,Rural,No,17.25,17.18,17.5,17.79,17.47,17.438,21.03,20.62,20.87,20.89,20.49,20.78,3.69,3.94,4.61,9.08,NA,NA,2.16,NA,NM,11.1,6.90291214,6.827318492,0.075593648,0.948951561
B1,HY-55,MR,HYPO,27.38684464,27.2790947,0.152382776,B5,ACTB,19.57926941,19.48925018,0.127306417,02JAG22,B,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,20.32,20.19,20.2,20.08,20.17,20.192,27.89,27.63,28.17,27.73,27.58,27.8,4.53,3.73,4.33,13.22,1.13,12.28,4.31,NA,NM,15.6,7.78984452,7.345852755,0.443991766,0.735097864
D3,HY-55,GR,HYPO,25.95774841,25.94472504,0.018416487,B5,ACTB,19.57926941,19.48925018,0.127306417,02JAG22,B,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,20.32,20.19,20.2,20.08,20.17,20.192,27.89,27.63,28.17,27.73,27.58,27.8,4.53,3.73,4.33,13.22,1.13,12.28,4.31,NA,NM,15.6,6.45547486,6.827318492,-0.371843632,1.294005394
B3,HY-56,MR,HYPO,28.38749504,28.28833961,0.140226945,B7,ACTB,19.52193642,19.57553101,0.075795546,10TEF22,B,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,16.51,16.34,16.59,16.16,16.37,16.394,19.98,19.93,20.06,19.75,20,19.944,4.27,3.94,4.55,9.74,0.37,9.21,2.54,0.4,DSM,9.3,8.7128086,7.345852755,1.366955846,0.387708469
D5,HY-56,GR,HYPO,26.39287758,26.29333115,0.140779913,B7,ACTB,19.52193642,19.57553101,0.075795546,10TEF22,B,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,16.51,16.34,16.59,16.16,16.37,16.394,19.98,19.93,20.06,19.75,20,19.944,4.27,3.94,4.55,9.74,0.37,9.21,2.54,0.4,DSM,9.3,6.71780014,6.827318492,-0.109518352,1.078867993
B5,HY-57,MR,HYPO,27.17613602,27.25087738,0.105698898,B9,ACTB,20.29792595,20.24782753,0.070849866,17TEF22,A,STREAM,Rural,6/4/22,6,Rural,No,18.47,17.97,17.72,18.01,17.84,18.002,22.98,23.45,22.83,22.51,22.64,22.882,4.23,3.84,4.88,11.19,NA,NA,3.54,NA,NM,14.2,7.00304985,7.345852755,-0.342802905,1.268218128
D7,HY-57,GR,HYPO,27.4012661,27.32516479,0.107623495,B9,ACTB,20.29792595,20.24782753,0.070849866,17TEF22,A,STREAM,Rural,6/4/22,6,Rural,No,18.47,17.97,17.72,18.01,17.84,18.002,22.98,23.45,22.83,22.51,22.64,22.882,4.23,3.84,4.88,11.19,NA,NA,3.54,NA,NM,14.2,7.07733726,6.827318492,0.250018768,0.840885476
B7,HY-58,MR,HYPO,27.5458107,27.63201141,0.121906221,B11,ACTB,20.57135391,20.57138252,4.05E-05,10TEF22,A,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,16.58,17.37,17.57,16.51,15.85,16.776,17.22,16.98,16.98,16.8,16.62,16.92,3.79,3.94,3.91,6.63,0,6.63,1.34,0,DSM,7,7.06062889,7.345852755,-0.285223865,1.21859934
D9,HY-58,GR,HYPO,27.31862068,27.335989,0.02456251,B11,ACTB,20.57135391,20.57138252,4.05E-05,10TEF22,A,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,16.58,17.37,17.57,16.51,15.85,16.776,17.22,16.98,16.98,16.8,16.62,16.92,3.79,3.94,3.91,6.63,0,6.63,1.34,0,DSM,7,6.76460648,6.827318492,-0.062712012,1.044427255
B9,HY-59,MR,HYPO,27.85123253,27.70322037,0.209322155,C1,ACTB,19.97324181,19.89281654,0.1137385,19TEF22,A,SVT,Urban.BHCO,6/12/22,6,Urban,Yes,18.13,18.03,18.4,18.25,17.99,18.16,24.81,25.08,24.93,25.01,25.29,25.024,4.44,4.8,4.72,11.52,0.3,11.33,2.28,0.69,DSM,14.3,7.81040383,7.345852755,0.464551076,0.724696547
D11,HY-59,GR,HYPO,27.17060852,27.11139107,0.083746128,C1,ACTB,19.97324181,19.89281654,0.1137385,19TEF22,A,SVT,Urban.BHCO,6/12/22,6,Urban,Yes,18.13,18.03,18.4,18.25,17.99,18.16,24.81,25.08,24.93,25.01,25.29,25.024,4.44,4.8,4.72,11.52,0.3,11.33,2.28,0.69,DSM,14.3,7.21857453,6.827318492,0.391256038,0.762465498
A11,HY-6,MR,HYPO,26.96295166,26.94811249,0.020984409,A11,ACTB,19.48288155,19.48508835,0.003122238,04CMT22,B,SVT,Urban.BHCO,6/21/22,9,Urban,Yes,20.43,20.17,20.29,20.45,20.43,20.354,33.92,33.88,33.62,34.4,34.44,34.052,5,3.99,6.07,21.61,10.47,11.85,7.35,2.1,DSM,14.1,7.46302414,7.345852755,0.117171385,0.921993583
A11,HY-6,GR,HYPO,26.9653244,26.98128891,0.022578573,A11,ACTB,19.48288155,19.48508835,0.003122238,04CMT22,B,SVT,Urban.BHCO,6/21/22,9,Urban,Yes,20.43,20.17,20.29,20.45,20.43,20.354,33.92,33.88,33.62,34.4,34.44,34.052,5,3.99,6.07,21.61,10.47,11.85,7.35,2.1,DSM,14.1,7.49620056,6.827318492,0.668882068,0.6289939
B11,HY-60,MR,HYPO,27.96133232,27.90058517,0.08591079,C3,ACTB,19.69539642,19.66671371,0.040562127,23IJV22,A,STREAM,Rural,6/9/22,6,Rural,No,14.63,14.6,14.62,14.16,14.33,14.468,16.29,15.7,15.55,15.79,16.02,15.87,3.23,2.94,2.71,4.98,NA,NA,1.88,NA,NM,10.4,8.23387146,7.345852755,0.888018706,0.540355695
E1,HY-60,GR,HYPO,26.9354744,26.86271667,0.102894954,C3,ACTB,19.69539642,19.66671371,0.040562127,23IJV22,A,STREAM,Rural,6/9/22,6,Rural,No,14.63,14.6,14.62,14.16,14.33,14.468,16.29,15.7,15.55,15.79,16.02,15.87,3.23,2.94,2.71,4.98,NA,NA,1.88,NA,NM,10.4,7.19600296,6.827318492,0.368684468,0.774488398
C1,HY-61,MR,HYPO,28.91905785,28.92325783,0.005939671,C5,ACTB,19.02353668,19.01812363,0.007653868,02JAG22,A,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,16.92,16.64,16.52,16.19,16.17,16.488,22.45,21.73,21.7,21.44,21.59,21.782,4.27,4.13,4.89,8.52,0,8.52,2.14,1.06,DSM,12.1,9.9051342,7.345852755,2.559281446,0.169660021
E3,HY-61,GR,HYPO,25.96544838,25.94055557,0.035202395,C5,ACTB,19.02353668,19.01812363,0.007653868,02JAG22,A,RAD,Urban.BHCO,6/4/22,6,Urban,Yes,16.92,16.64,16.52,16.19,16.17,16.488,22.45,21.73,21.7,21.44,21.59,21.782,4.27,4.13,4.89,8.52,0,8.52,2.14,1.06,DSM,12.1,6.92243194,6.827318492,0.095113448,0.936198625
B1,HY-7,MR,HYPO,27.29533195,27.13427734,0.227766961,B1,ACTB,19.37489891,19.30066299,0.10498409,17IJV22,A,NVT,Urban.BHCO,5/12/22,6,Urban,Yes,14.69,14.65,14.93,14.85,14.36,14.696,18.84,18.8,18.46,18.73,18.69,18.704,3.8,3.17,4.05,7.32,NA,NA,1.34,NA,NM,NA,7.83361435,7.345852755,0.487761596,0.713130693
B1,HY-7,GR,HYPO,26.28894997,26.26143646,0.038908623,B1,ACTB,19.37489891,19.30066299,0.10498409,17IJV22,A,NVT,Urban.BHCO,5/12/22,6,Urban,Yes,14.69,14.65,14.93,14.85,14.36,14.696,18.84,18.8,18.46,18.73,18.69,18.704,3.8,3.17,4.05,7.32,NA,NA,1.34,NA,NM,NA,6.96077347,6.827318492,0.133454978,0.911645617
B3,HY-8,MR,HYPO,26.97054863,26.967062,0.004930844,B3,ACTB,19.74593163,19.69826508,0.067409329,09CMT22,A,NVT,Urban.BHCO,6/1/22,6,Urban,Yes,18.17,17.47,17.7,17.52,17.48,17.668,23.98,23.51,23.27,23.69,23.81,23.652,2.89,3.21,3.84,12.1,1.15,10.18,3.15,NA,NM,11.8,7.26879692,7.345852755,-0.077055835,1.054863141
B3,HY-8,GR,HYPO,26.71862984,26.70106506,0.024838991,B3,ACTB,19.74593163,19.69826508,0.067409329,09CMT22,A,NVT,Urban.BHCO,6/1/22,6,Urban,Yes,18.17,17.47,17.7,17.52,17.48,17.668,23.98,23.51,23.27,23.69,23.81,23.652,2.89,3.21,3.84,12.1,1.15,10.18,3.15,NA,NM,11.8,7.00279998,6.827318492,0.175481488,0.88547195
B5,HY-9,MR,HYPO,28.052948,27.89022064,0.230129883,B5,ACTB,20.06247902,20.02649689,0.05088507,04SJL22,B,NVT,Urban,5/19/22,7,Urban,No,17.43,17.38,17.73,17.61,17.54,17.538,23.07,23.36,23.42,23.24,23.38,23.294,3.63,4.51,4.41,12.23,0.75,11.88,13.36,0.84,MSP,12.5,7.86372375,7.345852755,0.517870995,0.698401714
B5,HY-9,GR,HYPO,27.31936836,27.37033844,0.072081223,B5,ACTB,20.06247902,20.02649689,0.05088507,04SJL22,B,NVT,Urban,5/19/22,7,Urban,No,17.43,17.38,17.73,17.61,17.54,17.538,23.07,23.36,23.42,23.24,23.38,23.294,3.63,4.51,4.41,12.23,0.75,11.88,13.36,0.84,MSP,12.5,7.34384155,6.827318492,0.516523058,0.699054549
A1,HP-1,MR,HP,23.80158043,23.77044678,0.044030983,A1,ACTB,18.98434639,18.9496727,0.049036004,33SJL22,C,STREAM,Rural,6/30/22,7,Rural,No,19.25,19.34,19.2,19.21,19.71,19.342,30.14,30.95,30.26,30.56,30.65,30.512,5.11,3.28,4.98,14.94,1.66,13.42,4.71,0.62,DSM,15.2,4.82077408,5.779763412,-0.958989332,1.943947601
C3,HP-1,GR,HP,26.08531952,26.23696518,0.214459345,A1,ACTB,18.98434639,18.9496727,0.049036004,33SJL22,C,STREAM,Rural,6/30/22,7,Rural,No,19.25,19.34,19.2,19.21,19.71,19.342,30.14,30.95,30.26,30.56,30.65,30.512,5.11,3.28,4.98,14.94,1.66,13.42,4.71,0.62,DSM,15.2,7.28729248,7.707023524,-0.419731044,1.337678153
B7,HP-10,MR,HP,27.63011169,27.53871155,0.129257977,B7,ACTB,21.90278435,21.81629372,0.122316226,03SJL22,NA,NVT,Urban,5/16/22,10,Urban,No,23.23,23.27,22.98,22.98,23.36,23.164,42.48,42.3,42.26,41.96,41.21,42.042,5.48,4.83,6.51,28.21,16.27,11.82,12.42,5.19,DSM,19.4,5.72241783,5.779763412,-0.057345582,1.040549489
D9,HP-10,GR,HP,28.260149,28.18637085,0.104339413,B7,ACTB,21.90278435,21.81629372,0.122316226,03SJL22,NA,NVT,Urban,5/16/22,10,Urban,No,23.23,23.27,22.98,22.98,23.36,23.164,42.48,42.3,42.26,41.96,41.21,42.042,5.48,4.83,6.51,28.21,16.27,11.82,12.42,5.19,DSM,19.4,6.37007713,7.707023524,-1.336946394,2.526160658
B11,HP-12,MR,HP,24.15372658,24.15544891,0.002437099,B11,ACTB,18.47674179,18.47600174,0.001047939,07TEF22,B,STREAM,Rural,5/12/22,5,Rural,No,16.05,15.61,15.66,15.55,15.26,15.626,17.57,17.1,17.13,17.1,17.41,17.262,4.42,3.73,4.45,6.51,NA,NA,1.61,NA,NM,NA,5.67944717,5.779763412,-0.100316242,1.072008423
E1,HP-12,GR,HP,25.66388512,25.65101242,0.018204741,B11,ACTB,18.47674179,18.47600174,0.001047939,07TEF22,B,STREAM,Rural,5/12/22,5,Rural,No,16.05,15.61,15.66,15.55,15.26,15.626,17.57,17.1,17.13,17.1,17.41,17.262,4.42,3.73,4.45,6.51,NA,NA,1.61,NA,NM,NA,7.17501068,7.707023524,-0.532012844,1.445945167
C1,HP-13,MR,HP,23.65079689,23.64011765,0.015104081,C1,ACTB,18.80438805,18.79362106,0.015228163,02TEF22,A,NVT,Urban,5/15/22,5,Urban,No,19.42,19.4,19.49,19.63,19.59,19.506,33.42,33.28,33.39,33.28,33.36,33.346,3.88,3.81,4.53,21.5,13.02,9.1,8.18,3.26,NM,7,4.84649659,5.779763412,-0.933266821,1.909595169
E3,HP-13,GR,HP,26.61861992,26.65146255,0.046445154,C1,ACTB,18.80438805,18.79362106,0.015228163,02TEF22,A,NVT,Urban,5/15/22,5,Urban,No,19.42,19.4,19.49,19.63,19.59,19.506,33.42,33.28,33.39,33.28,33.36,33.346,3.88,3.81,4.53,21.5,13.02,9.1,8.18,3.26,NM,7,7.85784149,7.707023524,0.150817966,0.900739625
C3,HP-14,MR,HP,24.23956108,24.21679306,0.032200191,C3,ACTB,19.92117882,19.94143486,0.02864637,11SJL22,B,HERT,Rural,5/17/22,10,Rural,No,21.02,20.83,20.72,20.85,20.5,20.784,37.78,38.61,37.76,37.27,38.24,37.932,4.47,4.36,5.62,25.58,12.03,13.51,11.8,3.08,NM,16.4,4.2753582,5.779763412,-1.504405212,2.837076813
E5,HP-14,GR,HP,27.00038147,26.97241211,0.0395533,C3,ACTB,19.92117882,19.94143486,0.02864637,11SJL22,B,HERT,Rural,5/17/22,10,Rural,No,21.02,20.83,20.72,20.85,20.5,20.784,37.78,38.61,37.76,37.27,38.24,37.932,4.47,4.36,5.62,25.58,12.03,13.51,11.8,3.08,NM,16.4,7.03097725,7.707023524,-0.676046274,1.59775508
C5,HP-15,MR,HP,23.74920654,23.85937119,0.155796334,C5,ACTB,18.9574604,18.97138405,0.019691007,04SJL22,A,NVT,Urban,5/19/22,7,Urban,No,18.35,18.17,18.28,18.23,18.29,18.264,25.09,26.5,26.81,26.95,26.89,26.448,4.05,4.07,5.26,12.81,1.49,11.07,3.48,0.35,DSM,13.3,4.88798714,5.779763412,-0.891776272,1.855459192
E7,HP-15,GR,HP,27.16509247,27.1688385,0.005296342,C5,ACTB,18.9574604,18.97138405,0.019691007,04SJL22,A,NVT,Urban,5/19/22,7,Urban,No,18.35,18.17,18.28,18.23,18.29,18.264,25.09,26.5,26.81,26.95,26.89,26.448,4.05,4.07,5.26,12.81,1.49,11.07,3.48,0.35,DSM,13.3,8.19745445,7.707023524,0.490430926,0.711812451
C7,HP-16,MR,HP,24.83524323,24.88361931,0.068414114,C7,ACTB,19.2142067,19.26688194,0.074494049,03IJV22,B,SVT,Urban,5/15/22,7,Urban,No,20.19,20.08,19.94,20.42,19.76,20.078,27.66,27.97,27.24,27.7,27.17,27.548,4.18,4.5,5.48,13.88,2.22,11.91,4.5,NA,NM,15.8,5.61673737,5.779763412,-0.163026042,1.119633099
E9,HP-16,GR,HP,26.00702286,25.99014664,0.023867929,C7,ACTB,19.2142067,19.26688194,0.074494049,03IJV22,B,SVT,Urban,5/15/22,7,Urban,No,20.19,20.08,19.94,20.42,19.76,20.078,27.66,27.97,27.24,27.7,27.17,27.548,4.18,4.5,5.48,13.88,2.22,11.91,4.5,NA,NM,15.8,6.7232647,7.707023524,-0.983758824,1.977611207
